user_id,product_id,action,timestamp
5,1273,search,2026-03-11T10:56:00
5,437,search,2026-03-11T13:47:00
6,141,search,2026-02-14T09:57:00
6,324,view,2026-02-14T10:10:00
6,1441,remove_from_cart,2026-02-14T10:10:00
6,1653,purchase,2026-02-14T10:32:00
6,1674,search,2026-02-14T10:42:00
6,1359,view,2026-02-14T10:10:00
6,276,click,2026-02-14T10:34:00
6,220,view,2026-02-14T11:12:00
6,578,view,2026-02-14T10:37:00
6,417,wishlist,2026-02-14T10:52:00
6,515,purchase,2026-02-14T10:14:00
6,868,view,2026-02-14T11:04:00
6,684,search,2026-02-14T10:44:00
6,537,purchase,2026-02-14T10:48:00
6,1130,rate_product,2026-02-14T11:52:00
6,230,wishlist,2026-02-14T10:40:00
6,1416,click,2026-02-14T11:00:00
6,1710,add_to_cart,2026-02-14T11:58:00
6,304,purchase,2026-02-14T12:24:00
6,632,view,2026-02-14T12:12:00
6,1631,click,2026-02-14T10:34:00
6,431,click,2026-02-14T11:42:00
6,725,purchase,2026-02-14T13:42:00
6,833,remove_from_cart,2026-02-14T11:28:00
6,485,click,2026-02-14T11:32:00
6,1661,click,2026-02-14T11:36:00
6,51,click,2026-02-14T11:40:00
6,681,wishlist,2026-02-14T13:36:00
7,327,search,2026-02-01T08:37:00
7,80,view,2026-02-01T08:52:00
7,1673,view,2026-02-01T09:01:00
7,1681,add_to_cart,2026-02-01T08:54:00
7,1352,add_to_cart,2026-02-01T08:59:00
7,571,purchase,2026-02-01T08:52:00
7,572,click,2026-02-01T09:23:00
7,819,purchase,2026-02-01T09:54:00
7,57,rate_product,2026-02-01T09:01:00
7,535,click,2026-02-01T09:14:00
7,544,add_to_cart,2026-02-01T08:56:00
7,890,view,2026-02-01T09:58:00
7,643,wishlist,2026-02-01T10:18:00
7,1048,wishlist,2026-02-01T09:16:00
7,1181,add_to_cart,2026-02-01T09:49:00
7,1452,add_to_cart,2026-02-01T10:42:00
7,1652,search,2026-02-01T11:24:00
7,1520,wishlist,2026-02-01T10:04:00
7,144,add_to_cart,2026-02-01T10:47:00
7,1359,wishlist,2026-02-01T09:34:00
7,616,wishlist,2026-02-01T12:04:00
7,837,add_to_cart,2026-02-01T11:08:00
7,606,purchase,2026-02-01T12:24:00
7,862,view,2026-02-01T11:46:00
7,357,wishlist,2026-02-01T11:04:00
7,1708,add_to_cart,2026-02-01T09:26:00
7,431,purchase,2026-02-01T12:10:00
8,905,search,2026-02-11T09:08:00
8,1047,wishlist,2026-02-11T09:17:00
8,1631,remove_from_cart,2026-02-11T09:11:00
8,582,wishlist,2026-02-11T09:39:00
8,1269,wishlist,2026-02-11T09:34:00
8,1539,view,2026-02-11T09:29:00
8,461,wishlist,2026-02-11T09:34:00
8,95,view,2026-02-11T09:39:00
8,1252,click,2026-02-11T09:26:00
8,1290,view,2026-02-11T09:49:00
8,787,wishlist,2026-02-11T10:38:00
8,303,add_to_cart,2026-02-11T09:23:00
8,1763,remove_from_cart,2026-02-11T09:38:00
8,449,remove_from_cart,2026-02-11T09:55:00
8,1426,click,2026-02-11T11:29:00
8,1142,add_to_cart,2026-02-11T10:19:00
8,249,remove_from_cart,2026-02-11T11:32:00
8,952,view,2026-02-11T11:59:00
8,1220,click,2026-02-11T11:12:00
8,907,click,2026-02-11T12:19:00
8,1123,view,2026-02-11T12:08:00
8,1524,click,2026-02-11T12:17:00
8,1540,view,2026-02-11T10:54:00
9,1284,search,2026-03-08T09:07:00
9,159,view,2026-03-08T09:14:00
9,688,view,2026-03-08T09:23:00
9,166,click,2026-03-08T09:18:00
9,785,view,2026-03-08T09:22:00
9,132,wishlist,2026-03-08T09:50:00
9,1112,add_to_cart,2026-03-08T10:05:00
9,424,purchase,2026-03-08T10:06:00
9,1577,rate_product,2026-03-08T09:20:00
9,1568,click,2026-03-08T10:22:00
9,721,add_to_cart,2026-03-08T10:08:00
9,1748,remove_from_cart,2026-03-08T10:38:00
9,1505,add_to_cart,2026-03-08T11:12:00
9,452,remove_from_cart,2026-03-08T11:08:00
9,893,view,2026-03-08T11:17:00
9,689,search,2026-03-08T11:10:00
9,1722,wishlist,2026-03-08T11:35:00
9,1275,click,2026-03-08T12:02:00
10,1358,search,2026-03-17T09:14:00
10,878,search,2026-03-17T09:20:00
10,373,click,2026-03-17T09:18:00
10,671,view,2026-03-17T09:32:00
10,692,add_to_cart,2026-03-17T09:52:00
10,1704,add_to_cart,2026-03-17T10:00:00
10,168,add_to_cart,2026-03-17T10:15:00
10,1105,search,2026-03-17T09:28:00
10,717,click,2026-03-17T09:57:00
10,1600,purchase,2026-03-17T09:32:00
10,507,rate_product,2026-03-17T10:07:00
10,1273,click,2026-03-17T10:00:00
10,970,view,2026-03-17T09:51:00
10,447,purchase,2026-03-17T11:18:00
10,1571,rate_product,2026-03-17T10:57:00
10,1244,view,2026-03-17T10:00:00
10,336,wishlist,2026-03-17T10:54:00
10,53,view,2026-03-17T11:00:00
10,769,purchase,2026-03-17T11:44:00
10,407,click,2026-03-17T10:12:00
11,209,search,2026-03-22T08:37:00
11,1230,click,2026-03-22T08:37:00
11,1160,remove_from_cart,2026-03-22T08:37:00
11,878,add_to_cart,2026-03-22T08:59:00
11,1327,view,2026-03-22T09:06:00
11,861,search,2026-03-22T09:25:00
11,742,view,2026-03-22T09:34:00
11,892,wishlist,2026-03-22T09:03:00
11,1333,wishlist,2026-03-22T09:25:00
11,1103,wishlist,2026-03-22T10:01:00
11,1692,add_to_cart,2026-03-22T09:37:00
11,503,purchase,2026-03-22T09:07:00
11,924,purchase,2026-03-22T09:36:00
11,1168,rate_product,2026-03-22T10:23:00
11,1013,add_to_cart,2026-03-22T10:16:00
11,435,add_to_cart,2026-03-22T10:23:00
11,698,remove_from_cart,2026-03-22T10:13:00
11,1437,click,2026-03-22T10:19:00
11,1059,add_to_cart,2026-03-22T10:06:00
11,1475,view,2026-03-22T11:11:00
11,1553,add_to_cart,2026-03-22T10:16:00
11,1323,wishlist,2026-03-22T11:49:00
11,36,add_to_cart,2026-03-22T09:40:00
11,829,purchase,2026-03-22T10:31:00
11,1192,rate_product,2026-03-22T11:26:00
11,1088,purchase,2026-03-22T11:33:00
11,1528,rate_product,2026-03-22T13:01:00
12,628,search,2026-02-28T08:40:00
12,1478,view,2026-02-28T08:44:00
12,1522,add_to_cart,2026-02-28T09:04:00
12,1414,click,2026-02-28T08:50:00
12,1513,view,2026-02-28T09:19:00
12,1208,add_to_cart,2026-02-28T09:34:00
12,206,rate_product,2026-02-28T09:09:00
12,740,view,2026-02-28T09:06:00
12,1451,add_to_cart,2026-02-28T10:04:00
12,94,view,2026-02-28T08:54:00
12,1429,purchase,2026-02-28T09:18:00
12,1542,rate_product,2026-02-28T10:22:00
12,26,view,2026-02-28T09:52:00
12,903,add_to_cart,2026-02-28T10:12:00
12,106,add_to_cart,2026-02-28T10:04:00
12,979,click,2026-02-28T09:22:00
12,821,click,2026-02-28T11:07:00
12,1290,search,2026-02-28T09:10:00
12,1662,view,2026-02-28T10:28:00
12,509,search,2026-02-28T09:34:00
12,853,add_to_cart,2026-02-28T10:19:00
12,780,remove_from_cart,2026-02-28T11:52:00
12,609,click,2026-02-28T11:38:00
12,1272,view,2026-02-28T09:22:00
12,1516,rate_product,2026-02-28T09:49:00
13,542,search,2026-03-22T08:30:00
13,356,view,2026-03-22T08:47:00
13,6,search,2026-03-22T08:51:00
13,1217,view,2026-03-22T09:03:00
13,475,add_to_cart,2026-03-22T08:57:00
13,1440,wishlist,2026-03-22T09:21:00
13,479,view,2026-03-22T09:09:00
13,1281,wishlist,2026-03-22T09:07:00
13,1116,add_to_cart,2026-03-22T09:12:00
13,545,wishlist,2026-03-22T09:07:00
13,340,view,2026-03-22T09:33:00
13,1689,purchase,2026-03-22T09:39:00
13,960,rate_product,2026-03-22T09:45:00
13,558,wishlist,2026-03-22T10:47:00
13,897,purchase,2026-03-22T09:12:00
13,885,rate_product,2026-03-22T10:19:00
13,53,wishlist,2026-03-22T09:18:00
14,43,search,2026-03-15T09:21:00
14,1563,add_to_cart,2026-03-15T09:23:00
14,1335,purchase,2026-03-15T09:42:00
14,372,click,2026-03-15T09:47:00
14,1008,purchase,2026-03-15T09:30:00
14,837,rate_product,2026-03-15T09:57:00
14,215,view,2026-03-15T09:43:00
14,1421,add_to_cart,2026-03-15T10:27:00
14,821,add_to_cart,2026-03-15T10:45:00
14,181,search,2026-03-15T10:25:00
14,238,view,2026-03-15T10:43:00
14,1690,click,2026-03-15T09:39:00
14,1112,purchase,2026-03-15T11:12:00
14,385,rate_product,2026-03-15T11:35:00
14,1550,add_to_cart,2026-03-15T11:30:00
14,1557,wishlist,2026-03-15T09:47:00
14,1125,view,2026-03-15T10:23:00
14,898,click,2026-03-15T11:57:00
14,1291,view,2026-03-15T10:50:00
14,637,wishlist,2026-03-15T12:35:00
14,836,search,2026-03-15T10:18:00
14,1724,view,2026-03-15T10:21:00
14,241,add_to_cart,2026-03-15T10:47:00
14,1468,purchase,2026-03-15T11:39:00
15,989,search,2026-02-23T09:55:00
15,1129,view,2026-02-23T09:54:00
15,1228,add_to_cart,2026-02-23T10:16:00
15,280,remove_from_cart,2026-02-23T09:58:00
15,1618,view,2026-02-23T10:26:00
15,1614,add_to_cart,2026-02-23T10:46:00
15,6,add_to_cart,2026-02-23T10:28:00
15,1716,wishlist,2026-02-23T10:58:00
15,915,click,2026-02-23T11:16:00
15,681,add_to_cart,2026-02-23T11:26:00
15,773,remove_from_cart,2026-02-23T11:25:00
15,1781,click,2026-02-23T10:46:00
15,490,click,2026-02-23T11:30:00
15,1589,view,2026-02-23T11:38:00
15,1526,search,2026-02-23T12:01:00
15,1662,wishlist,2026-02-23T11:54:00
15,1360,add_to_cart,2026-02-23T10:54:00
15,76,purchase,2026-02-23T10:58:00
16,206,search,2026-02-12T10:00:00
16,936,search,2026-02-12T09:55:00
16,840,wishlist,2026-02-12T10:03:00
16,1601,view,2026-02-12T10:15:00
16,1419,add_to_cart,2026-02-12T10:31:00
16,1745,wishlist,2026-02-12T10:33:00
16,1760,remove_from_cart,2026-02-12T11:01:00
16,649,add_to_cart,2026-02-12T11:03:00
16,74,remove_from_cart,2026-02-12T10:18:00
16,1402,view,2026-02-12T10:51:00
16,1530,click,2026-02-12T10:24:00
16,202,view,2026-02-12T10:27:00
16,1422,add_to_cart,2026-02-12T11:09:00
16,95,remove_from_cart,2026-02-12T11:29:00
16,601,remove_from_cart,2026-02-12T11:36:00
16,299,add_to_cart,2026-02-12T11:11:00
16,1160,purchase,2026-02-12T10:59:00
16,162,view,2026-02-12T12:15:00
16,494,wishlist,2026-02-12T12:42:00
16,294,click,2026-02-12T11:31:00
16,521,add_to_cart,2026-02-12T13:00:00
16,20,add_to_cart,2026-02-12T13:09:00
16,1388,remove_from_cart,2026-02-12T13:41:00
17,613,search,2026-02-14T09:23:00
17,936,wishlist,2026-02-14T09:27:00
17,788,view,2026-02-14T09:42:00
17,782,view,2026-02-14T09:43:00
17,1433,purchase,2026-02-14T09:45:00
17,1700,search,2026-02-14T10:03:00
17,1160,view,2026-02-14T09:29:00
17,1527,click,2026-02-14T10:27:00
17,587,click,2026-02-14T10:00:00
17,722,add_to_cart,2026-02-14T10:05:00
17,1272,wishlist,2026-02-14T10:21:00
17,1477,wishlist,2026-02-14T10:03:00
17,1286,wishlist,2026-02-14T09:41:00
17,903,add_to_cart,2026-02-14T09:43:00
17,1500,purchase,2026-02-14T10:15:00
17,605,view,2026-02-14T11:07:00
17,360,wishlist,2026-02-14T10:40:00
17,1105,view,2026-02-14T11:21:00
17,559,purchase,2026-02-14T10:31:00
17,1689,purchase,2026-02-14T12:15:00
17,605,click,2026-02-14T11:42:00
18,1545,search,2026-01-10T08:23:00
18,1484,click,2026-01-10T08:34:00
18,1648,click,2026-01-10T08:48:00
18,1620,view,2026-01-10T08:50:00
18,1099,search,2026-01-10T08:33:00
18,1378,view,2026-01-10T08:54:00
18,1685,purchase,2026-01-10T09:07:00
18,479,view,2026-01-10T09:30:00
18,1150,search,2026-01-10T09:21:00
18,454,click,2026-01-10T08:48:00
18,951,purchase,2026-01-10T09:24:00
18,239,rate_product,2026-01-10T09:06:00
18,77,search,2026-01-10T09:36:00
18,238,click,2026-01-10T09:00:00
18,1101,view,2026-01-10T09:18:00
18,760,add_to_cart,2026-01-10T10:58:00
18,1521,purchase,2026-01-10T09:26:00
18,1342,remove_from_cart,2026-01-10T09:12:00
18,1261,click,2026-01-10T10:50:00
18,573,click,2026-01-10T08:58:00
18,445,rate_product,2026-01-10T11:27:00
19,1405,search,2026-02-16T08:19:00
19,1321,view,2026-02-16T08:26:00
19,566,search,2026-02-16T08:27:00
19,1737,click,2026-02-16T08:48:00
19,435,view,2026-02-16T08:22:00
19,684,search,2026-02-16T08:42:00
19,1612,click,2026-02-16T08:47:00
19,1568,search,2026-02-16T09:32:00
19,443,view,2026-02-16T08:57:00
19,303,add_to_cart,2026-02-16T08:32:00
19,297,add_to_cart,2026-02-16T08:56:00
19,1636,purchase,2026-02-16T09:00:00
19,1775,view,2026-02-16T08:38:00
19,734,view,2026-02-16T09:22:00
19,33,purchase,2026-02-16T09:12:00
19,260,purchase,2026-02-16T10:20:00
19,1528,rate_product,2026-02-16T09:03:00
20,1216,search,2026-02-16T09:08:00
20,454,view,2026-02-16T09:09:00
20,1776,wishlist,2026-02-16T09:35:00
20,1318,add_to_cart,2026-02-16T09:13:00
20,981,view,2026-02-16T09:45:00
20,222,add_to_cart,2026-02-16T09:59:00
20,909,wishlist,2026-02-16T09:26:00
20,660,click,2026-02-16T09:37:00
20,564,search,2026-02-16T10:35:00
20,781,wishlist,2026-02-16T10:45:00
20,1036,view,2026-02-16T10:33:00
20,1438,search,2026-02-16T09:41:00
20,1334,click,2026-02-16T11:15:00
20,441,wishlist,2026-02-16T10:57:00
20,468,add_to_cart,2026-02-16T11:05:00
20,929,purchase,2026-02-16T11:13:00
20,195,rate_product,2026-02-16T11:04:00
20,1363,add_to_cart,2026-02-16T10:53:00
20,313,purchase,2026-02-16T11:56:00
20,1704,view,2026-02-16T10:05:00
20,198,search,2026-02-16T11:32:00
20,1140,click,2026-02-16T09:49:00
20,1151,add_to_cart,2026-02-16T12:55:00
20,251,purchase,2026-02-16T12:17:00
20,1363,rate_product,2026-02-16T12:25:00
20,1477,click,2026-02-16T09:57:00
21,213,search,2026-02-09T08:55:00
21,1345,view,2026-02-09T09:03:00
21,222,view,2026-02-09T09:06:00
21,753,remove_from_cart,2026-02-09T08:57:00
21,1176,remove_from_cart,2026-02-09T09:10:00
21,1731,click,2026-02-09T09:45:00
21,1677,click,2026-02-09T09:55:00
21,1348,search,2026-02-09T09:33:00
21,560,search,2026-02-09T09:39:00
21,719,click,2026-02-09T09:05:00
21,294,view,2026-02-09T10:13:00
21,1518,search,2026-02-09T09:09:00
21,1087,search,2026-02-09T09:50:00
21,930,view,2026-02-09T10:23:00
21,639,view,2026-02-09T10:30:00
21,1163,wishlist,2026-02-09T09:33:00
21,319,click,2026-02-09T09:53:00
21,102,wishlist,2026-02-09T09:39:00
21,1356,view,2026-02-09T11:17:00
21,906,add_to_cart,2026-02-09T11:25:00
21,1547,add_to_cart,2026-02-09T12:15:00
21,881,view,2026-02-09T09:51:00
21,1390,add_to_cart,2026-02-09T12:12:00
22,810,search,2026-01-06T08:30:00
22,618,search,2026-01-06T08:38:00
22,1566,wishlist,2026-01-06T08:46:00
22,246,view,2026-01-06T08:36:00
22,882,add_to_cart,2026-01-06T08:48:00
22,1091,view,2026-01-06T08:58:00
22,1707,add_to_cart,2026-01-06T09:17:00
22,1765,view,2026-01-06T08:44:00
22,942,add_to_cart,2026-01-06T08:55:00
22,1180,remove_from_cart,2026-01-06T09:48:00
22,1454,purchase,2026-01-06T09:56:00
22,830,purchase,2026-01-06T08:52:00
22,352,click,2026-01-06T10:25:00
22,742,click,2026-01-06T09:10:00
22,217,view,2026-01-06T09:43:00
22,821,add_to_cart,2026-01-06T11:08:00
22,1783,view,2026-01-06T10:10:00
22,454,wishlist,2026-01-06T10:34:00
23,234,search,2026-03-07T09:31:00
23,1590,view,2026-03-07T09:35:00
23,1678,add_to_cart,2026-03-07T09:33:00
23,300,add_to_cart,2026-03-07T09:45:00
23,1234,add_to_cart,2026-03-07T09:41:00
23,1343,remove_from_cart,2026-03-07T09:39:00
23,1583,view,2026-03-07T10:24:00
23,1155,add_to_cart,2026-03-07T10:33:00
23,1157,wishlist,2026-03-07T10:24:00
23,1285,click,2026-03-07T10:31:00
23,140,view,2026-03-07T11:00:00
23,621,add_to_cart,2026-03-07T10:33:00
23,721,rate_product,2026-03-07T11:31:00
23,946,view,2026-03-07T11:27:00
23,756,search,2026-03-07T10:51:00
24,1217,search,2026-01-12T09:28:00
24,1189,view,2026-01-12T09:38:00
24,1514,click,2026-01-12T09:24:00
24,1659,view,2026-01-12T09:38:00
24,975,add_to_cart,2026-01-12T10:08:00
24,127,view,2026-01-12T10:12:00
24,1715,view,2026-01-12T10:07:00
24,173,click,2026-01-12T10:38:00
24,81,purchase,2026-01-12T10:03:00
24,900,rate_product,2026-01-12T10:58:00
24,326,rate_product,2026-01-12T10:35:00
24,580,add_to_cart,2026-01-12T10:54:00
24,693,purchase,2026-01-12T09:44:00
24,1326,rate_product,2026-01-12T10:56:00
24,194,search,2026-01-12T11:48:00
24,582,wishlist,2026-01-12T10:54:00
24,1345,wishlist,2026-01-12T10:26:00
24,1194,add_to_cart,2026-01-12T10:30:00
24,636,remove_from_cart,2026-01-12T11:50:00
24,1452,view,2026-01-12T10:18:00
24,772,add_to_cart,2026-01-12T11:45:00
24,1373,remove_from_cart,2026-01-12T12:58:00
24,1374,view,2026-01-12T12:22:00
24,38,add_to_cart,2026-01-12T12:06:00
24,439,purchase,2026-01-12T12:13:00
24,996,click,2026-01-12T11:28:00
24,282,view,2026-01-12T11:06:00
25,1579,search,2026-01-13T09:14:00
25,1079,click,2026-01-13T09:08:00
25,1795,purchase,2026-01-13T09:16:00
25,316,rate_product,2026-01-13T09:20:00
25,1419,view,2026-01-13T09:24:00
25,90,wishlist,2026-01-13T09:52:00
25,1474,add_to_cart,2026-01-13T09:39:00
25,1251,click,2026-01-13T09:52:00
25,1606,wishlist,2026-01-13T10:25:00
25,490,view,2026-01-13T10:04:00
25,1607,click,2026-01-13T10:43:00
25,398,click,2026-01-13T10:28:00
25,1169,purchase,2026-01-13T11:01:00
25,578,rate_product,2026-01-13T10:56:00
25,858,rate_product,2026-01-13T10:04:00
25,1641,click,2026-01-13T10:08:00
25,107,click,2026-01-13T11:37:00
25,1136,click,2026-01-13T09:58:00
25,1057,wishlist,2026-01-13T10:01:00
25,1563,view,2026-01-13T10:24:00
25,1052,add_to_cart,2026-01-13T10:28:00
25,188,remove_from_cart,2026-01-13T10:54:00
25,716,click,2026-01-13T09:50:00
25,812,view,2026-01-13T13:04:00
25,791,add_to_cart,2026-01-13T10:19:00
25,58,purchase,2026-01-13T12:06:00
25,1719,click,2026-01-13T12:13:00
26,1700,search,2026-01-05T08:45:00
26,285,wishlist,2026-01-05T08:54:00
26,11,add_to_cart,2026-01-05T08:45:00
26,442,search,2026-01-05T08:52:00
26,1490,view,2026-01-05T09:26:00
26,1590,add_to_cart,2026-01-05T09:12:00
26,250,add_to_cart,2026-01-05T08:50:00
26,1309,add_to_cart,2026-01-05T09:48:00
26,1714,view,2026-01-05T09:57:00
26,34,purchase,2026-01-05T10:16:00
26,1472,rate_product,2026-01-05T09:20:00
26,4,view,2026-01-05T10:00:00
26,854,view,2026-01-05T09:28:00
26,176,wishlist,2026-01-05T10:56:00
26,139,click,2026-01-05T11:06:00
26,1611,add_to_cart,2026-01-05T11:16:00
27,1302,search,2026-03-02T08:13:00
27,520,click,2026-03-02T08:09:00
27,139,view,2026-03-02T08:26:00
27,1346,view,2026-03-02T08:17:00
27,1506,wishlist,2026-03-02T08:40:00
27,722,view,2026-03-02T09:05:00
27,1317,add_to_cart,2026-03-02T08:33:00
27,1403,remove_from_cart,2026-03-02T09:17:00
27,981,click,2026-03-02T08:41:00
27,130,click,2026-03-02T09:35:00
27,413,search,2026-03-02T08:27:00
27,86,click,2026-03-02T09:29:00
27,1056,click,2026-03-02T09:49:00
27,1113,click,2026-03-02T10:11:00
27,1543,view,2026-03-02T09:20:00
27,1766,add_to_cart,2026-03-02T08:37:00
27,680,remove_from_cart,2026-03-02T09:47:00
27,754,view,2026-03-02T10:29:00
27,1523,click,2026-03-02T10:56:00
27,792,click,2026-03-02T10:25:00
28,1633,search,2026-03-05T08:57:00
28,170,view,2026-03-05T09:03:00
28,1234,search,2026-03-05T08:59:00
28,658,view,2026-03-05T08:59:00
28,1354,search,2026-03-05T09:17:00
28,1235,view,2026-03-05T09:35:00
28,910,view,2026-03-05T09:36:00
28,1489,add_to_cart,2026-03-05T09:43:00
28,891,rate_product,2026-03-05T09:41:00
28,1621,wishlist,2026-03-05T09:07:00
28,1306,view,2026-03-05T10:15:00
28,1641,add_to_cart,2026-03-05T09:35:00
28,293,click,2026-03-05T10:44:00
28,138,search,2026-03-05T09:57:00
28,751,remove_from_cart,2026-03-05T10:32:00
28,1162,add_to_cart,2026-03-05T09:19:00
28,1391,rate_product,2026-03-05T11:20:00
28,762,click,2026-03-05T11:29:00
28,1176,wishlist,2026-03-05T10:03:00
28,816,purchase,2026-03-05T11:07:00
28,512,rate_product,2026-03-05T09:50:00
29,793,search,2026-03-05T09:16:00
29,1588,view,2026-03-05T09:18:00
29,440,wishlist,2026-03-05T09:24:00
29,1006,wishlist,2026-03-05T09:26:00
29,1747,view,2026-03-05T09:21:00
29,1461,add_to_cart,2026-03-05T10:00:00
29,1660,click,2026-03-05T09:55:00
29,1454,purchase,2026-03-05T09:30:00
29,595,rate_product,2026-03-05T10:00:00
29,1458,click,2026-03-05T09:46:00
29,1042,remove_from_cart,2026-03-05T10:01:00
29,412,view,2026-03-05T09:54:00
29,1012,view,2026-03-05T09:32:00
29,1173,add_to_cart,2026-03-05T10:44:00
29,1130,purchase,2026-03-05T10:06:00
29,177,rate_product,2026-03-05T09:54:00
30,842,search,2026-03-03T09:15:00
30,152,click,2026-03-03T09:15:00
30,1316,click,2026-03-03T09:16:00
30,1393,view,2026-03-03T09:47:00
30,1799,add_to_cart,2026-03-03T09:57:00
30,373,wishlist,2026-03-03T09:31:00
30,1779,add_to_cart,2026-03-03T09:21:00
30,1062,remove_from_cart,2026-03-03T09:39:00
30,332,view,2026-03-03T10:10:00
30,462,click,2026-03-03T10:17:00
30,1063,click,2026-03-03T10:13:00
30,514,click,2026-03-03T10:07:00
30,1129,purchase,2026-03-03T10:25:00
30,621,view,2026-03-03T11:27:00
30,1313,search,2026-03-03T10:07:00
30,1190,add_to_cart,2026-03-03T10:11:00
30,1279,add_to_cart,2026-03-03T11:06:00
30,1155,remove_from_cart,2026-03-03T09:43:00
30,59,click,2026-03-03T10:04:00
30,1314,search,2026-03-03T11:07:00
30,1571,purchase,2026-03-03T11:55:00
30,63,rate_product,2026-03-03T12:25:00
30,1118,click,2026-03-03T11:25:00
30,619,purchase,2026-03-03T12:43:00
30,1654,add_to_cart,2026-03-03T12:27:00
31,901,search,2026-01-08T08:28:00
31,418,view,2026-01-08T08:34:00
31,641,rate_product,2026-01-08T08:41:00
31,1763,remove_from_cart,2026-01-08T08:48:00
31,268,click,2026-01-08T08:55:00
31,218,add_to_cart,2026-01-08T09:02:00
31,251,add_to_cart,2026-01-08T09:02:00
